0.5366,0
0.6322,0.0024932
0.6665,0.0049864
0.6303,0.0074796
0.5652,0.0099728
0.7495,0.012466
0.6706,0.0149592
0.6977,0.0174524
0.5373,0.0199456
0.5895,0.0224388
0.7352,0.024932
0.5399,0.0274252
0.4497,0.0299184
0.5397,0.0324116
0.6396,0.0349048
0.5808,0.037398
0.5486,0.0398912
0.3953,0.0423844
0.375,0.0448776
0.5249,0.0473708
0.4742,0.049864
0.3945,0.0523572
0.4009,0.0548504
0.3672,0.0573436
0.3316,0.0598368
0.3186,0.06233
0.2551,0.0648232
0.3273,0.0673164
0.1857,0.0698096
0.3325,0.0723028
0.4005,0.074796
0.2345,0.0772892
0.1808,0.0797824
0.3377,0.0822756
0.2583,0.0847688
0.1469,0.087262
0.1225,0.0897552
0.1617,0.0922484
0.2655,0.0947416
0.1708,0.0972348
0.2243,0.099728
0.1998,0.1022212
0.2267,0.1047144
0.2837,0.1072076
0.2065,0.1097008
0.1688,0.112194
0.1417,0.1146872
0.1482,0.1171804
0.1511,0.1196736
0.068,0.1221668
0.1352,0.12466
0.1324,0.1271532
0.2098,0.1296464
0.0644,0.1321396
0.2065,0.1346328
0.2261,0.137126
0.0925,0.1396192
0.1114,0.1421124
0.2399,0.1446056
0.2286,0.1470988
0.1335,0.149592
0.1736,0.1520852
0.0618,0.1545784
0.2356,0.1570716
0.0811,0.1595648
0.2148,0.162058
0.1326,0.1645512
0.1383,0.1670444
0.1782,0.1695376
0.2616,0.1720308
0.2713,0.174524
0.2681,0.1770172
0.2956,0.1795104
0.4458,0.1820036
0.3951,0.1844968
0.7607,0.18699
0.7653,0.1894832
0.7351,0.1919764
0.8791,0.1944696
0.8357,0.1969628
0.9061,0.199456
0.847,0.2019492
0.8836,0.2044424
0.9088,0.2069356
0.9176,0.2094288
0.9062,0.211922
0.894,0.2144152
1,0.2169084
0.8184,0.2194016
0.8084,0.2218948
0.9166,0.224388
0.9196,0.2268812
0.8643,0.2293744
0.9057,0.2318676
0.8958,0.2343608
0.78,0.236854
0.8225,0.2393472
0.775,0.2418404
0.7826,0.2443336
0.8112,0.2468268
0.7254,0.24932
0.8006,0.2518132
0.7659,0.2543064
0.8478,0.2567996
0.8227,0.2592928
0.8117,0.261786
0.7289,0.2642792
0.6639,0.2667724
0.713,0.2692656
0.7089,0.2717588
0.873,0.274252
0.643,0.2767452
0.6305,0.2792384
0.9657,0.2817316
0.6782,0.2842248
0.7711,0.286718
0.7456,0.2892112
0.7991,0.2917044
0.8908,0.2941976
0.8944,0.2966908
0.6043,0.299184
0.6968,0.3016772
0.7963,0.3041704
0.7352,0.3066636
0.6233,0.3091568
0.6186,0.31165
0.6539,0.3141432
0.6621,0.3166364
0.71,0.3191296
0.6194,0.3216228
0.6023,0.324116
0.6125,0.3266092
0.541,0.3291024
0.4463,0.3315956
0.4673,0.3340888
0.5111,0.336582
0.619,0.3390752
0.4968,0.3415684
0.4738,0.3440616
0.3994,0.3465548
0.5158,0.349048
0.3715,0.3515412
0.4922,0.3540344
0.2865,0.3565276
0.3134,0.3590208
0.2696,0.361514
0.4118,0.3640072
0.3409,0.3665004
0.2334,0.3689936
0.1415,0.3714868
0.2776,0.37398
0.2477,0.3764732
0.3489,0.3789664
0.1853,0.3814596
0.1918,0.3839528
0.1671,0.386446
0.1279,0.3889392
0.3253,0.3914324
0.1911,0.3939256
0.1719,0.3964188
0.2299,0.398912
0.2503,0.4014052
0.1691,0.4038984
0.1316,0.4063916
0.3121,0.4088848
0.1157,0.411378
0.1721,0.4138712
0.1788,0.4163644
0.0828,0.4188576
0.2501,0.4213508
0.2302,0.423844
0.0982,0.4263372
0.173,0.4288304
0.228,0.4313236
0.2802,0.4338168
0.2338,0.43631
0.226,0.4388032
0.1194,0.4412964
0.2391,0.4437896
0.1584,0.4462828
0.1441,0.448776
0.2241,0.4512692
0.2144,0.4537624
0.22,0.4562556
0.2065,0.4587488
0.2198,0.461242
0.2005,0.4637352
0.2182,0.4662284
0.3078,0.4687216
0.3117,0.4712148
0.2128,0.473708
0.42,0.4762012
0.3951,0.4786944
0.3704,0.4811876
0.4747,0.4836808
0.474,0.486174
0.7189,0.4886672
0.6933,0.4911604
0.7625,0.4936536
0.7733,0.4961468
0.8108,0.49864
0.8032,0.5011332
0.8962,0.5036264
0.9187,0.5061196
0.7473,0.5086128
0.8405,0.511106
0.997,0.5135992
0.8602,0.5160924
0.9369,0.5185856
0.8726,0.5210788
0.9031,0.523572
0.8275,0.5260652
0.694,0.5285584
0.6431,0.5310516
0.7648,0.5335448
0.7839,0.536038
0.7076,0.5385312
0.7857,0.5410244
0.7726,0.5435176
0.9183,0.5460108
0.7369,0.548504
0.7616,0.5509972
0.8034,0.5534904
0.8708,0.5559836
0.7651,0.5584768
0.8472,0.56097
0.8643,0.5634632
0.7995,0.5659564
0.8396,0.5684496
0.7332,0.5709428
0.6027,0.573436
0.7984,0.5759292
0.6203,0.5784224
0.7954,0.5809156
0.8197,0.5834088
0.8242,0.585902
0.8221,0.5883952
0.6153,0.5908884
0.6985,0.5933816
0.8821,0.5958748
0.7206,0.598368
0.7696,0.6008612
0.743,0.6033544
0.5494,0.6058476
0.6742,0.6083408
0.7449,0.610834
0.666,0.6133272
0.6285,0.6158204
0.6972,0.6183136
0.5355,0.6208068
0.617,0.6233
0.6108,0.6257932
0.5919,0.6282864
0.4918,0.6307796
0.4504,0.6332728
0.6339,0.635766
0.4948,0.6382592
0.4866,0.6407524
0.4022,0.6432456
0.3381,0.6457388
0.3997,0.648232
0.2969,0.6507252
0.4683,0.6532184
0.4109,0.6557116
0.3552,0.6582048
0.35,0.660698
0.1823,0.6631912
0.2052,0.6656844
0.3247,0.6681776
0.3121,0.6706708
0.3249,0.673164
0.3585,0.6756572
0.285,0.6781504
0.1426,0.6806436
0.1608,0.6831368
0.2469,0.68563
0.1652,0.6881232
0.1903,0.6906164
0.1537,0.6931096
0.1753,0.6956028
0.2783,0.698096
0,0.7005892
0.1975,0.7030824
0.1729,0.7055756
0.0479,0.7080688
0.0917,0.710562
0.1376,0.7130552
0.1519,0.7155484
0.0215,0.7180416
0.1812,0.7205348
0.0839,0.723028
0.1324,0.7255212
0.0286,0.7280144
0.2135,0.7305076
0.2018,0.7330008
0.2009,0.735494
0.2317,0.7379872
0.0253,0.7404804
0.1264,0.7429736
0.2733,0.7454668
0.1281,0.74796
0.233,0.7504532
0.2336,0.7529464
0.2356,0.7554396
0.1907,0.7579328
0.0761,0.760426
0.2323,0.7629192
0.2261,0.7654124
0.2757,0.7679056
0.2332,0.7703988
0.2844,0.772892
0.363,0.7753852
0.4553,0.7778784
0.4226,0.7803716
0.544,0.7828648
0.7055,0.785358
0.7234,0.7878512
0.8301,0.7903444
0.7986,0.7928376
0.8327,0.7953308
0.8154,0.797824
