0.4533,0
0.7656,0.0024932
0.8081,0.0049864
0.821,0.0074796
0.8846,0.0099728
0.8816,0.012466
0.8841,0.0149592
0.9168,0.0174524
0.9418,0.0199456
0.9726,0.0224388
0.9748,0.024932
0.9532,0.0274252
0.9557,0.0299184
0.9702,0.0324116
0.9777,0.0349048
0.9802,0.037398
0.9827,0.0398912
0.9876,0.0423844
0.9702,0.0448776
0.928,0.0473708
0.9236,0.049864
0.948,0.0523572
0.9317,0.0548504
0.9173,0.0573436
0.9125,0.0598368
0.8714,0.06233
0.8675,0.0648232
0.8872,0.0673164
0.8523,0.0698096
0.825,0.0723028
0.8108,0.074796
0.7748,0.0772892
0.7606,0.0797824
0.7475,0.0822756
0.7296,0.0847688
0.7416,0.087262
0.725,0.0897552
0.6924,0.0922484
0.7035,0.0947416
0.6797,0.0972348
0.6227,0.099728
0.6176,0.1022212
0.6065,0.1047144
0.5513,0.1072076
0.5058,0.1097008
0.4873,0.112194
0.465,0.1146872
0.4154,0.1171804
0.3781,0.1196736
0.3503,0.1221668
0.2982,0.12466
0.2657,0.1271532
0.2501,0.1296464
0.2189,0.1321396
0.1839,0.1346328
0.1513,0.137126
0.1291,0.1396192
0.1111,0.1421124
0.0942,0.1446056
0.0796,0.1470988
0.0617,0.149592
0.0505,0.1520852
0.0403,0.1545784
0.0387,0.1570716
0.035,0.1595648
0.0081,0.162058
0,0.1645512
0.0219,0.1670444
0.0489,0.1695376
0.0587,0.1720308
0.0459,0.174524
0.0497,0.1770172
0.0628,0.1795104
0.0759,0.1820036
0.1016,0.1844968
0.1287,0.18699
0.1687,0.1894832
0.1922,0.1919764
0.2161,0.1944696
0.2967,0.1969628
0.3685,0.199456
0.4159,0.2019492
0.4702,0.2044424
0.5243,0.2069356
0.5823,0.2094288
0.6036,0.211922
0.6315,0.2144152
0.6889,0.2169084
0.7009,0.2194016
0.7366,0.2218948
0.7956,0.224388
0.8187,0.2268812
0.8708,0.2293744
0.8967,0.2318676
0.8676,0.2343608
0.8815,0.236854
0.9053,0.2393472
0.8879,0.2418404
0.8881,0.2443336
0.908,0.2468268
0.9015,0.24932
0.911,0.2518132
0.9248,0.2543064
0.9029,0.2567996
0.9145,0.2592928
0.9102,0.261786
0.868,0.2642792
