______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	
data file :	C:\emka\iox_2_9_5_73\data\20190517-piga.mkt
saved on :	
______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	
printed on :	june  12, 2019, at  14: 53: 32
export mode :	to text file
print author :	no_logged_user
print com :	no available comment
ecgAuto version :	3.3.5.6 []
original sample freq (Hz) :
	 ECG	5000
	 Pig Aortic Pressure	1000
	 Cam Fire	500
	 Bloom A	500
	 Bloom B	500
	 CFR	1000
undersampling factor :		1
print sample freq (Hz) :		5000
______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	______________________	

time ms	 ECG	
	V	


...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	
zone-start :	ecg now	time duration s :	00.00000	data duration s :	15.00000	stream section :	1
in-period :	op 1, p 1, r 1, p[r] 1	Noname #1	0.00e+00	
start period-time :	  00:25:52.389
start CPU time :	may  17, 2019, 13: 42: 40
start site-time :	  00:25:52.390
...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	
0.20000	-0.0735	
0.40000	-0.0737	
0.60000	-0.0740	
0.80000	-0.0743	
1.00000	-0.0743	
1.20000	-0.0748	
1.40000	-0.0752	
1.60000	-0.0758	
1.80000	-0.0763	
2.00000	-0.0768	
2.20000	-0.0769	
2.40000	-0.0772	
2.60000	-0.0778	
2.80000	-0.0784	
3.00000	-0.0790	
3.20000	-0.0793	
3.40000	-0.0803	
3.60000	-0.0807	
3.80000	-0.0813	
4.00000	-0.0819	
4.20000	-0.0826	
4.40000	-0.0832	
4.60000	-0.0839	
4.80000	-0.0848	
5.00000	-0.0854	
5.20000	-0.0858	
5.40000	-0.0868	
5.60000	-0.0876	
5.80000	-0.0885	
6.00000	-0.0893	
6.20000	-0.0897	
6.40000	-0.0908	
6.60000	-0.0914	
6.80000	-0.0919	
7.00000	-0.0926	
7.20000	-0.0931	
7.40000	-0.0935	
7.60000	-0.0938	
