______________________	______________________	______________________	______________________	______________________	______________________	
data file :	C:\Users\dmcculloug\Desktop\IOX\data\20171024-ratb.mkt
saved on :	
______________________	______________________	______________________	______________________	______________________	______________________	
printed on :	december  12, 2018, at  10: 33: 37
export mode :	to text file
print author :	no_logged_user
print com :	no available comment
ecgAuto version :	3.3.5.6 []
original sample freq (Hz) :
	 ECG	2000
	 Cam Fire	2000
	 Bloom Out	2000
undersampling factor :		1
print sample freq (Hz) :		2000
______________________	______________________	______________________	______________________	______________________	______________________	

index	time ms	 ECG	
		V	


...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	
zone-start :	PR _ength	time duration s :	00.00000	data duration s :	01.00000	stream section :	1
in-period :	op 1, p 1, r 1, p[r] 1	Noname #1	0.00e+00	
start period-time :	  00:54:12.501
start CPU time :	october  24, 2017, 15: 58: 09
start site-time :	  00:54:12.502
...................	...................	...................	...................	...................	...................	...................	...................	...................	...................	
454	227.00000	-0.0027	
455	227.50000	-0.0034	
456	228.00000	-0.0018	
457	228.50000	-0.0006	
458	229.00000	 0.0009	
459	229.50000	-0.0012	
460	230.00000	-0.0006	
461	230.50000	 0.0000	
462	231.00000	 0.0021	
463	231.50000	 0.0043	
464	232.00000	 0.0070	
465	232.50000	 0.0073	
466	233.00000	 0.0073	
467	233.50000	 0.0079	
468	234.00000	 0.0067	
469	234.50000	 0.0073	
470	235.00000	 0.0089	
471	235.50000	 0.0128	
472	236.00000	 0.0107	
473	236.50000	 0.0122	
474	237.00000	 0.0119	
475	237.50000	 0.0064	
476	238.00000	 0.0046	
477	238.50000	 0.0021	
478	239.00000	 0.0018	
479	239.50000	 0.0000	
480	240.00000	-0.0046	
481	240.50000	-0.0043	
482	241.00000	-0.0024	
483	241.50000	-0.0076	
484	242.00000	-0.0208	
485	242.50000	-0.0348	
486	243.00000	-0.0430	
487	243.50000	-0.0500	
488	244.00000	-0.0555	
489	244.50000	-0.0574	
490	245.00000	-0.0589	
491	245.50000	-0.0507	
492	246.00000	-0.0412	
493	246.50000	-0.0375	
494	247.00000	-0.0342	
495	247.50000	-0.0256	
496	248.00000	-0.0110	
497	248.50000	 0.0095	
498	249.00000	 0.0400	
499	249.50000	 0.0507	
500	250.00000	 0.0208	
501	250.50000	-0.0171	
502	251.00000	-0.0418	
503	251.50000	-0.0381	
504	252.00000	-0.0153	
505	252.50000	-0.0015	
506	253.00000	 0.0146	
507	253.50000	 0.0229	
508	254.00000	 0.0247	
509	254.50000	 0.0378	
510	255.00000	 0.0500	
511	255.50000	 0.0507	
512	256.00000	 0.0528	
513	256.50000	 0.0537	
514	257.00000	 0.0543	
515	257.50000	 0.0589	
516	258.00000	 0.0607	
517	258.50000	 0.0586	
518	259.00000	 0.0546	
519	259.50000	 0.0522	
520	260.00000	 0.0455	
521	260.50000	 0.0385	
522	261.00000	 0.0345	
523	261.50000	 0.0330	
524	262.00000	 0.0323	
525	262.50000	 0.0308	
526	263.00000	 0.0259	
527	263.50000	 0.0247	
528	264.00000	 0.0238	
529	264.50000	 0.0214	
530	265.00000	 0.0238	
531	265.50000	 0.0226	
532	266.00000	 0.0204	
533	266.50000	 0.0183	
534	267.00000	 0.0162	
535	267.50000	 0.0150	
536	268.00000	 0.0131	
537	268.50000	 0.0171	
538	269.00000	 0.0171	
539	269.50000	 0.0150	
540	270.00000	 0.0128	
541	270.50000	 0.0101	
542	271.00000	 0.0079	
543	271.50000	 0.0076	
544	272.00000	 0.0073	
545	272.50000	 0.0055	
546	273.00000	 0.0037	
547	273.50000	 0.0009	
548	274.00000	 0.0000	
549	274.50000	-0.0003	
550	275.00000	-0.0009	
551	275.50000	-0.0006	
552	276.00000	-0.0006	
553	276.50000	-0.0024	
554	277.00000	-0.0082	
555	277.50000	-0.0079	
556	278.00000	-0.0067	
557	278.50000	-0.0055	
558	279.00000	-0.0037	
559	279.50000	-0.0037	
560	280.00000	-0.0034	
561	280.50000	-0.0006	
562	281.00000	 0.0027	
563	281.50000	 0.0101	
564	282.00000	 0.0165	
565	282.50000	 0.0204	
566	283.00000	 0.0247	
567	283.50000	 0.0281	
568	284.00000	 0.0394	
569	284.50000	 0.0494	
570	285.00000	 0.0632	
571	285.50000	 0.0784	
572	286.00000	 0.0812	
573	286.50000	 0.0851	
574	287.00000	 0.0882	
575	287.50000	 0.0922	
576	288.00000	 0.1132	
577	288.50000	 0.1410	
578	289.00000	 0.1801	
579	289.50000	 0.2206	
580	290.00000	 0.2536	
581	290.50000	 0.2969	
582	291.00000	 0.3430	
583	291.50000	 0.3873	
584	292.00000	 0.4086	
585	292.50000	 0.4071	
586	293.00000	 0.3897	
587	293.50000	 0.3781	
588	294.00000	 0.3766	
589	294.50000	 0.3781	
590	295.00000	 0.3885	
591	295.50000	 0.3711	
592	296.00000	 0.3140	
593	296.50000	 0.2261	
594	297.00000	 0.0735	
595	297.50000	-0.1758	
596	298.00000	-0.5130	
597	298.50000	-0.8542	
598	299.00000	-1.1539	
599	299.50000	-1.4136	
600	300.00000	-1.5543	
601	300.50000	-1.5811	
602	301.00000	-1.5286	
603	301.50000	-1.3577	
604	302.00000	-1.0782	
605	302.50000	-0.8569	
606	303.00000	-0.6271	
607	303.50000	-0.4349	
608	304.00000	-0.2423	
609	304.50000	-0.0320	
610	305.00000	 0.1797	
611	305.50000	 0.3256	
612	306.00000	 0.4718	
613	306.50000	 0.5591	
614	307.00000	 0.5753	
615	307.50000	 0.5923	
616	308.00000	 0.6067	
617	308.50000	 0.6189	
618	309.00000	 0.6149	
619	309.50000	 0.6021	
620	310.00000	 0.5920	
621	310.50000	 0.5826	
622	311.00000	 0.5792	
623	311.50000	 0.5753	
624	312.00000	 0.5707	
625	312.50000	 0.5673	
626	313.00000	 0.5603	
627	313.50000	 0.5569	
628	314.00000	 0.5511	
629	314.50000	 0.5457	
630	315.00000	 0.5429	
631	315.50000	 0.5371	
632	316.00000	 0.5283	
633	316.50000	 0.5200	
634	317.00000	 0.5103	
635	317.50000	 0.5023	
636	318.00000	 0.4926	
637	318.50000	 0.4880	
638	319.00000	 0.4773	
639	319.50000	 0.4639	
640	320.00000	 0.4495	
641	320.50000	 0.4343	
642	321.00000	 0.4199	
643	321.50000	 0.4047	
644	322.00000	 0.3873	
645	322.50000	 0.3708	
646	323.00000	 0.3516	
647	323.50000	 0.3323	
648	324.00000	 0.3140	
649	324.50000	 0.2972	
650	325.00000	 0.2795	
651	325.50000	 0.2625	
652	326.00000	 0.2454	
653	326.50000	 0.2261	
654	327.00000	 0.2029	
655	327.50000	 0.1868	
656	328.00000	 0.1697	
657	328.50000	 0.1538	
658	329.00000	 0.1401	
659	329.50000	 0.1224	
660	330.00000	 0.1071	
661	330.50000	 0.0937	
662	331.00000	 0.0809	
663	331.50000	 0.0714	
664	332.00000	 0.0589	
665	332.50000	 0.0488	
666	333.00000	 0.0354	
667	333.50000	 0.0247	
668	334.00000	 0.0137	
669	334.50000	 0.0055	
670	335.00000	 0.0003	
671	335.50000	-0.0034	
672	336.00000	-0.0125	
673	336.50000	-0.0211	
674	337.00000	-0.0293	
675	337.50000	-0.0375	
676	338.00000	-0.0412	
677	338.50000	-0.0485	
678	339.00000	-0.0562	
679	339.50000	-0.0601	
680	340.00000	-0.0677	
681	340.50000	-0.0726	
682	341.00000	-0.0757	
683	341.50000	-0.0787	
684	342.00000	-0.0806	
685	342.50000	-0.0833	
686	343.00000	-0.0867	
687	343.50000	-0.0940	
688	344.00000	-0.0970	
689	344.50000	-0.0980	
690	345.00000	-0.0989	
691	345.50000	-0.0983	
692	346.00000	-0.1004	
693	346.50000	-0.1016	
694	347.00000	-0.1013	
695	347.50000	-0.1019	
696	348.00000	-0.0998	
697	348.50000	-0.0980	
698	349.00000	-0.0980	
699	349.50000	-0.0998	
700	350.00000	-0.1001	
701	350.50000	-0.1010	
702	351.00000	-0.1004	
703	351.50000	-0.0995	
704	352.00000	-0.0946	
705	352.50000	-0.0952	
706	353.00000	-0.0961	
707	353.50000	-0.0980	
708	354.00000	-0.1001	
709	354.50000	-0.1001	
710	355.00000	-0.1013	
711	355.50000	-0.1041	
712	356.00000	-0.1056	
713	356.50000	-0.1074	
714	357.00000	-0.1102	
715	357.50000	-0.1105	
716	358.00000	-0.1102	
717	358.50000	-0.1102	
718	359.00000	-0.1096	
719	359.50000	-0.1099	
720	360.00000	-0.1141	
721	360.50000	-0.1172	
722	361.00000	-0.1169	
723	361.50000	-0.1157	
724	362.00000	-0.1147	
725	362.50000	-0.1129	
726	363.00000	-0.1147	
727	363.50000	-0.1126	
728	364.00000	-0.1120	
729	364.50000	-0.1105	
730	365.00000	-0.1062	
731	365.50000	-0.1047	
732	366.00000	-0.1044	
733	366.50000	-0.1044	
734	367.00000	-0.1044	
735	367.50000	-0.1028	
736	368.00000	-0.1022	
737	368.50000	-0.0955	
738	369.00000	-0.0940	
739	369.50000	-0.0955	
740	370.00000	-0.0961	
741	370.50000	-0.0977	
742	371.00000	-0.0974	
743	371.50000	-0.0958	
744	372.00000	-0.0980	
745	372.50000	-0.0989	
746	373.00000	-0.1001	
747	373.50000	-0.1028	
748	374.00000	-0.1022	
749	374.50000	-0.1016	
750	375.00000	-0.1010	
751	375.50000	-0.0992	
752	376.00000	-0.0989	
753	376.50000	-0.0998	
754	377.00000	-0.1041	
755	377.50000	-0.1038	
756	378.00000	-0.1019	
757	378.50000	-0.1013	
758	379.00000	-0.0983	
759	379.50000	-0.0992	
760	380.00000	-0.0986	
761	380.50000	-0.0958	
762	381.00000	-0.0946	
763	381.50000	-0.0903	
764	382.00000	-0.0873	
765	382.50000	-0.0864	
766	383.00000	-0.0864	
767	383.50000	-0.0848	
768	384.00000	-0.0845	
769	384.50000	-0.0836	
770	385.00000	-0.0778	
771	385.50000	-0.0729	
772	386.00000	-0.0732	
773	386.50000	-0.0745	
774	387.00000	-0.0742	
775	387.50000	-0.0751	
776	388.00000	-0.0739	
777	388.50000	-0.0751	
778	389.00000	-0.0760	
779	389.50000	-0.0757	
780	390.00000	-0.0793	
781	390.50000	-0.0793	
782	391.00000	-0.0784	
783	391.50000	-0.0766	
784	392.00000	-0.0751	
785	392.50000	-0.0760	
786	393.00000	-0.0748	
787	393.50000	-0.0793	
788	394.00000	-0.0803	
789	394.50000	-0.0787	
790	395.00000	-0.0775	
791	395.50000	-0.0739	
792	396.00000	-0.0739	
793	396.50000	-0.0742	
794	397.00000	-0.0720	
795	397.50000	-0.0699	
796	398.00000	-0.0674	
797	398.50000	-0.0641	
798	399.00000	-0.0610	
799	399.50000	-0.0610	
800	400.00000	-0.0604	
801	400.50000	-0.0607	
802	401.00000	-0.0589	
803	401.50000	-0.0571	
804	402.00000	-0.0491	
805	402.50000	-0.0504	
806	403.00000	-0.0491	
807	403.50000	-0.0507	
808	404.00000	-0.0522	
809	404.50000	-0.0513	
810	405.00000	-0.0513	
811	405.50000	-0.0528	
812	406.00000	-0.0528	
813	406.50000	-0.0552	
814	407.00000	-0.0555	
815	407.50000	-0.0555	
816	408.00000	-0.0549	
817	408.50000	-0.0534	
818	409.00000	-0.0528	
819	409.50000	-0.0519	
820	410.00000	-0.0549	
821	410.50000	-0.0592	
822	411.00000	-0.0568	
823	411.50000	-0.0562	
824	412.00000	-0.0534	
825	412.50000	-0.0525	
826	413.00000	-0.0537	
827	413.50000	-0.0510	
828	414.00000	-0.0500	
829	414.50000	-0.0473	
830	415.00000	-0.0433	
831	415.50000	-0.0418	
832	416.00000	-0.0409	
833	416.50000	-0.0400	
834	417.00000	-0.0394	
835	417.50000	-0.0394	
836	418.00000	-0.0375	
837	418.50000	-0.0311	
838	419.00000	-0.0299	
839	419.50000	-0.0302	
840	420.00000	-0.0308	
841	420.50000	-0.0327	
842	421.00000	-0.0314	
843	421.50000	-0.0311	
844	422.00000	-0.0323	
845	422.50000	-0.0339	
846	423.00000	-0.0348	
847	423.50000	-0.0375	
848	424.00000	-0.0363	
849	424.50000	-0.0363	
850	425.00000	-0.0348	
851	425.50000	-0.0345	
852	426.00000	-0.0339	
853	426.50000	-0.0342	
854	427.00000	-0.0412	
855	427.50000	-0.0397	
856	428.00000	-0.0378	
857	428.50000	-0.0360	
858	429.00000	-0.0345	
859	429.50000	-0.0348	
860	430.00000	-0.0348	
861	430.50000	-0.0323	
862	431.00000	-0.0311	
863	431.50000	-0.0281	
864	432.00000	-0.0253	
865	432.50000	-0.0241	
866	433.00000	-0.0241	
867	433.50000	-0.0247	
868	434.00000	-0.0235	
869	434.50000	-0.0235	
870	435.00000	-0.0180	
871	435.50000	-0.0131	
872	436.00000	-0.0146	
873	436.50000	-0.0162	
874	437.00000	-0.0153	
875	437.50000	-0.0168	
876	438.00000	-0.0156	
877	438.50000	-0.0165	
878	439.00000	-0.0171	
879	439.50000	-0.0177	
880	440.00000	-0.0220	
881	440.50000	-0.0214	
882	441.00000	-0.0211	
883	441.50000	-0.0195	
884	442.00000	-0.0180	
885	442.50000	-0.0183	
886	443.00000	-0.0189	
887	443.50000	-0.0229	
888	444.00000	-0.0250	
889	444.50000	-0.0229	
890	445.00000	-0.0217	
891	445.50000	-0.0195	
892	446.00000	-0.0204	
893	446.50000	-0.0204	
894	447.00000	-0.0192	
895	447.50000	-0.0174	
896	448.00000	-0.0143	
897	448.50000	-0.0101	
898	449.00000	-0.0085	
