X,Y
1,1887.960
2,1915.080
3,1906.200
4,1883.880
5,1887.560
6,1903.120
7,1887.480
8,1910.320
9,1882.440
10,1901.040
11,1894.600
12,1884.880
13,1902.640
14,1906.920
15,1868.280
16,1886.440
17,1911.120
18,1908.440
19,1879.080
20,1885.160
21,1880.720
22,1899.640
23,1878.880
24,1909.040
25,1927.880
26,1888.880
27,1906.560
28,1914.120
29,1895.960
30,1898.080
31,1891.240
32,1902.320
33,1904.280
34,1892.360
35,1899.960
36,1905.600
37,1912.720
38,1917.480
39,1875.240
40,1893.200
41,1890.600
42,1899.480
43,1898.520
44,1909.760
45,1885.960
46,1927.080
47,1905.600
48,1907.600
49,1919.000
50,1893.200
51,1910.080
52,1908.880
53,1892.080
54,1899.680
55,1911.400
56,1907.720
57,1911.160
58,1917.800
59,1923.360
60,1933.680
61,1936.520
62,1910.520
63,1932.080
64,1937.600
65,1931.080
66,1936.800
67,1927.880
68,1935.840
69,1918.200
70,1949.800
71,1972.760
72,1944.560
73,1943.840
74,1929.440
75,1932.960
76,1957.800
77,1956.920
78,1949.080
79,1964.040
80,1917.080
81,1937.920
82,1951.800
83,1949.200
84,1955.200
85,1960.920
86,1963.360
87,1937.920
88,1923.800
89,1927.120
90,1950.320
91,1963.320
92,1966.880
93,1958.360
94,1945.800
95,1964.640
96,1936.360
97,1973.320
98,1950.520
99,1947.160
100,1936.200
101,1942.200
102,1952.360
103,1953.240
104,1956.240
105,1940.360
106,1937.160
107,1944.360
108,1956.880
109,1928.080
110,1963.320
111,1980.520
112,1957.680
113,1954.800
114,1937.360
115,1962.760
116,1950.600
117,1956.520
118,1957.080
119,1960.520
120,1926.720
121,1943.640
122,1905.920
123,1958.800
124,1933.160
125,1960.520
126,1935.360
127,1933.720
128,1944.360
129,1929.000
130,1942.400
131,1943.240
132,1954.480
133,1943.880
134,1930.240
135,1931.160
136,1955.560
137,1947.920
138,1954.560
139,1928.160
140,1948.120
141,1953.080
142,1964.280
143,1940.400
144,1960.360
145,1956.800
146,1956.760
147,1962.000
148,1955.360
149,1955.640
150,1944.160
151,1963.200
152,1927.720
153,1957.440
154,1983.840
155,1942.400
156,1941.320
157,1953.960
158,1959.160
159,1959.360
160,1941.400
161,1945.360
162,1941.320
163,1947.720
164,1933.840
165,1930.440
166,1955.720
167,1968.760
