X,Y
1,2500.200
2,2467.560
3,2473.680
4,2457.200
5,2480.080
6,2437.960
7,2462.720
8,2454.360
9,2430.760
10,2408.720
11,2426.520
12,2432.680
13,2394.240
14,2431.880
15,2409.240
16,2374.000
17,2377.360
18,2375.160
19,2371.480
20,2386.600
21,2367.200
22,2357.400
23,2374.120
24,2346.880
25,2366.680
26,2316.360
27,2343.320
28,2302.520
29,2333.720
30,2311.600
31,2296.760
32,2336.360
33,2291.920
34,2312.880
35,2302.960
36,2301.840
37,2301.280
38,2270.640
39,2287.480
40,2302.600
41,2296.080
42,2294.160
43,2280.480
44,2279.360
45,2278.600
46,2285.880
47,2289.680
48,2247.680
49,2302.040
50,2268.400
51,2260.480
52,2295.040
53,2296.160
54,2296.240
55,2280.680
56,2288.920
57,2303.040
58,2298.680
59,2302.480
60,2303.120
61,2324.320
62,2301.880
63,2312.400
64,2319.240
65,2308.920
66,2321.520
67,2294.680
68,2300.320
69,2334.560
70,2315.720
71,2333.840
72,2339.240
73,2306.960
74,2312.960
75,2341.440
76,2339.880
77,2328.840
78,2354.000
79,2340.240
80,2319.200
81,2346.840
82,2344.560
83,2326.880
84,2334.880
85,2333.760
86,2328.680
87,2354.800
88,2348.440
89,2344.720
90,2344.400
91,2340.160
92,2359.600
93,2343.520
94,2344.200
95,2324.720
96,2349.920
97,2346.040
98,2343.800
99,2349.440
100,2311.440
101,2346.200
102,2330.560
103,2328.640
104,2338.760
105,2358.080
106,2343.800
107,2330.480
108,2341.240
109,2331.800
110,2351.680
111,2342.680
112,2341.840
113,2315.400
114,2369.720
115,2359.760
116,2346.480
117,2362.080
118,2336.840
119,2340.320
120,2346.720
121,2323.600
122,2341.880
123,2347.920
124,2370.000
125,2327.680
126,2363.720
127,2358.920
128,2368.160
129,2333.240
130,2335.840
131,2348.920
132,2349.480
133,2343.680
134,2354.280
135,2338.600
136,2328.120
137,2336.040
138,2328.600
139,2329.120
140,2349.080
141,2340.960
142,2338.800
143,2362.320
144,2354.800
145,2350.960
