X,Y
1,640
2,587
3,566
4,584
5,513
6,594
7,614
8,547
9,616
10,576
11,596
12,655
13,624
14,593
15,563
16,632
17,633
18,584
19,579
20,563
21,601
22,603
23,569
24,521
25,562
26,601
27,576
28,572
29,597
30,648
31,595
32,640
33,680
34,582
35,641
36,633
37,636
38,611
39,627
40,632
41,630
42,581
43,685
44,698
45,630
46,655
47,620
48,616
49,603
50,579
51,671
52,625
53,641
54,584
55,645
56,622
57,627
58,646
59,660
60,636
61,604
62,593
63,636
64,614
65,603
66,600
67,584
68,594
69,597
70,627
71,547
72,641
73,566
74,614
75,629
76,547
77,590
78,629
79,579
80,650
81,513
82,682
83,554
84,590
85,638
86,563
87,589
88,525
89,619
90,588
91,524
92,568
93,550
94,622
95,589
96,569
97,595
98,620
99,583
100,598
101,602
102,607
103,651
104,594
105,681
106,552
107,646
108,586
109,636
110,602
111,658
112,635
113,699
114,589
115,620
116,603
117,636
118,598
119,675
120,618
121,613
122,664
123,640
124,674
125,640
126,572
127,608
128,603
129,618
130,613
131,588
132,612
133,590
134,624
135,648
136,538
137,619
138,606
139,554
140,599
141,632
142,592
143,609
144,573
145,614
146,644
147,603
148,573
149,611
150,570
151,563
152,552
153,609
154,545
155,579
156,646
157,625
158,601
159,599
160,594
161,580
162,572
163,603
164,598
165,625
166,588
167,552
168,621
169,548
170,593
171,636
172,566
173,540
174,639
175,609
176,588
177,561
178,608
179,595
180,601
181,590
182,604
183,620
184,584
185,641
186,610
187,584
188,556
189,562
190,613
191,606
192,591
193,583
194,602
195,623
196,579
197,607
198,571
199,611
200,623
201,625
202,633
203,594
204,626
205,568
206,596
207,572
208,653
209,582
210,567
211,611
212,595
213,575
214,600
215,597
216,612
217,608
218,601
219,610
220,608
221,541
222,539
223,641
224,585
225,620
226,571
227,561
228,604
229,661
230,576
231,593
232,624
233,583
234,582
235,613
236,619
237,610
238,618
239,585
240,614
241,596
242,618
243,609
244,600
245,607
246,567
247,661
248,636
249,618
250,684
251,614
252,559
253,647
254,604
255,609
256,608
257,677
258,566
259,631
260,567
261,654
262,627
263,595
264,588
265,658
266,597
267,639
268,604
269,587
270,554
271,588
272,620
273,616
274,579
275,595
276,543
277,614
278,658
279,539
280,545
281,573
282,628
283,585
284,543
285,639
286,592
287,543
288,602
289,558
290,637
291,631
292,590
293,558
294,553
295,572
296,572
297,602
298,541
299,593
300,579
301,603
302,561
303,562
304,578
305,541
306,612
307,600
308,579
309,605
310,615
311,588
312,565
313,577
314,582
315,600
316,565
317,640
318,624
319,643
320,624
321,582
322,611
323,592
324,718
325,595
326,618
327,595
328,612
329,592
330,569
331,636
332,633
333,625
334,614
335,591
336,629
337,581
338,639
339,637
340,612
341,592
342,631
343,621
344,565
345,574
346,596
347,582
348,559
349,569
350,629
351,564
352,680
353,637
354,569
355,613
356,554
357,588
358,609
359,605
360,654
361,546
362,551
363,612
364,638
365,595
366,568
367,559
368,594
369,610
370,627
371,521
372,613
373,547
374,588
375,578
376,566
377,585
378,599
379,556
380,605
381,561
382,576
383,640
384,577
385,594
386,563
387,614
388,569
389,585
390,617
391,552
392,594
393,627
394,623
395,613
396,576
397,600
398,551
399,593
400,622
401,557
402,544
403,664
404,608
405,525
406,559
407,633
408,577
409,584
410,580
411,569
412,541
413,527
414,552
415,656
416,561
417,554
418,561
419,637
420,607
421,536
422,649
423,605
424,619
425,592
426,639
427,616
428,596
429,583
430,643
431,596
432,644
433,592
434,625
435,586
436,622
437,618
438,631
439,577
440,532
441,669
442,606
443,600
444,630
445,630
446,581
447,585
448,571
449,515
450,586
451,551
452,664
453,648
454,602
455,558
456,623
457,567
458,615
459,608
460,622
461,611
462,591
463,579
464,581
465,603
466,581
467,628
468,563
469,599
470,536
471,596
472,568
473,575
474,619
475,568
476,571
477,563
478,621
479,542
480,509
481,583
482,617
483,621
484,572
485,586
486,568
487,610
488,597
489,593
490,633
491,591
492,585
493,583
494,575
495,611
496,601
497,559
498,601
499,612
500,599
501,542
502,563
503,568
504,568
505,579
506,594
507,607
508,570
509,545
510,566
511,587
512,558
513,554
514,614
515,564
516,591
517,587
518,603
519,603
520,612
521,595
522,596
523,567
524,590
525,570
526,527
527,582
528,605
529,608
530,571
531,653
532,658
533,601
534,594
