X,Y
1,480.5200
2,467.5600
3,488.1200
4,481.0400
5,474.2400
6,483.8000
7,496.3600
8,488.2800
9,488.8400
10,483.4800
11,493.3600
12,493.0800
13,472.0800
14,491.0800
15,473.0800
16,472.1600
17,477.4800
18,481.2800
19,478.8800
20,489.2000
21,478.9200
22,478.2800
23,484.1600
24,484.3200
25,473.2000
26,474.7600
27,485.9600
28,480.9600
29,472.9600
30,480.9600
31,483.8000
32,472.3200
33,479.2400
34,478.4400
35,476.0400
36,473.3600
37,476.0800
38,474.6400
39,470.2400
40,483.1600
41,468.6400
42,475.9600
43,473.7200
44,470.6000
45,473.2000
46,474.0800
47,469.6000
48,469.5600
49,472.5600
50,468.4800
51,461.9200
52,472.6000
53,468.4800
54,461.8800
55,460.4400
56,460.7600
57,454.0800
58,467.5200
59,463.5200
60,444.7600
61,452.1200
62,455.0000
63,466.4800
64,462.6400
65,458.4800
66,458.4800
67,454.7200
68,457.5200
69,463.7600
70,458.1600
71,458.9600
72,449.8800
73,456.8400
74,454.6000
75,448.0400
76,458.5600
77,448.6000
78,461.6000
79,442.8000
80,456.8800
81,452.7200
82,449.9200
83,451.0400
84,446.2800
85,444.4000
86,443.2800
87,451.2400
88,449.8400
89,440.8400
90,444.3200
91,442.4000
92,443.6400
93,445.3600
94,448.5600
95,452.1600
96,449.0400
97,455.2800
98,450.8800
99,437.7600
100,451.4000
101,452.2400
102,449.3200
103,450.2000
104,451.4800
105,440.0800
106,449.8400
107,458.2400
108,446.4800
109,436.6800
110,446.2000
111,454.6400
112,449.3200
113,451.0800
114,445.9600
115,447.2000
116,446.0000
117,442.0800
118,445.0000
119,447.0000
120,441.8800
121,451.7200
122,444.3600
123,447.6400
124,445.3600
125,443.9600
126,446.9600
127,443.8800
128,445.5600
129,440.5600
130,448.8000
131,442.0800
132,441.2400
133,448.9200
134,434.0800
135,439.5200
136,437.9600
137,455.0000
138,453.3200
139,440.3200
140,441.0400
141,443.0800
142,439.0800
143,442.1200
144,445.8400
145,450.0800
146,442.2800
147,441.6800
148,445.3200
149,439.0400
150,451.7600
151,438.6000
152,435.9600
153,445.4400
154,447.7600
155,431.8000
156,449.6400
157,444.5600
158,436.9600
159,436.6400
160,433.4000
161,444.2800
162,433.6400
163,441.1600
164,451.7200
165,440.4400
166,443.9200
167,448.8000
168,436.0800
169,439.5600
170,439.2400
171,440.7200
172,431.0400
173,440.2400
174,433.6400
175,445.0800
176,442.8400
177,438.6000
178,444.8800
179,443.4800
180,442.5600
181,442.5200
182,433.6800
183,452.6800
184,436.6800
185,439.6400
186,440.5600
187,449.5600
188,440.0800
189,444.8800
190,439.5200
191,449.2800
192,448.0400
193,437.4000
194,434.0800
195,442.2000
196,438.2400
197,437.5200
198,444.7600
199,442.7200
200,442.2400
201,439.2400
202,433.2000
203,439.6400
204,435.6000
205,448.3600
206,430.0400
207,430.4000
208,440.4400
209,438.1200
210,450.4000
211,448.6800
212,435.0400
213,434.2000
214,441.1600
215,443.9600
216,441.2800
217,431.3600
218,444.4400
219,436.3600
220,441.7600
221,438.0400
222,441.6800
223,437.5600
224,435.6400
225,438.0000
226,449.8000
227,434.7200
228,438.8400
229,438.1200
230,447.3200
231,431.0800
232,435.6400
233,434.7600
234,446.3600
235,438.8400
236,437.1200
237,431.2800
238,444.2800
239,443.9600
240,442.9200
241,444.6000
242,430.8800
243,441.4000
244,437.6000
245,437.7600
246,448.2000
247,434.7600
248,436.6000
249,441.8400
250,437.4000
251,438.6400
252,435.5600
