0,0.15954,0,0
0.0024648,0.34433,0.027745,0.0035853
0.0049297,0.50391,0.054239,0.010185
0.0073945,0.62094,0.079661,0.020883
0.0098594,0.69062,0.10605,0.034327
0.012324,0.72053,0.13641,0.04799
0.014789,0.72598,0.17312,0.060191
0.017254,0.72342,0.21671,0.071263
0.019719,0.72465,0.26578,0.082905
0.022184,0.73423,0.31807,0.096175
0.024648,0.75029,0.37174,0.10973
0.027113,0.76779,0.426,0.11993
0.029578,0.78203,0.48054,0.12303
0.032043,0.79073,0.53428,0.11818
0.034508,0.79415,0.58473,0.10898
0.036973,0.79378,0.62846,0.10218
0.039438,0.79086,0.66298,0.10392
0.041902,0.78572,0.68863,0.11592
0.044367,0.77829,0.7092,0.13427
0.046832,0.76905,0.73051,0.15212
0.049297,0.75964,0.75746,0.16502
0.051762,0.75251,0.79107,0.17563
0.054227,0.74965,0.82753,0.19459
0.056691,0.75122,0.85987,0.23621
0.059156,0.75499,0.88151,0.311
0.061621,0.75717,0.88972,0.41891
0.064086,0.7543,0.88713,0.5473
0.066551,0.74517,0.88018,0.67505
0.069016,0.73186,0.87563,0.78086
0.07148,0.71895,0.87704,0.85157
0.073945,0.71142,0.88322,0.88634
0.07641,0.71212,0.88945,0.89485
0.078875,0.72031,0.89061,0.89114
0.08134,0.73187,0.88431,0.88655
0.083805,0.74133,0.87226,0.88559
0.08627,0.74456,0.85927,0.88631
0.088734,0.74072,0.85069,0.8841
0.091199,0.73238,0.84975,0.87612
0.093664,0.72388,0.85633,0.86369
0.096129,0.71866,0.8675,0.85146
0.098594,0.71725,0.87915,0.84446
0.10106,0.71682,0.88781,0.8451
0.10352,0.7128,0.89148,0.85191
0.10599,0.70144,0.88965,0.86066
0.10845,0.68213,0.88272,0.86674
0.11092,0.65812,0.87159,0.86737
0.11338,0.63531,0.85751,0.86248
0.11585,0.61966,0.84209,0.85402
0.11831,0.6147,0.82706,0.84466
0.12078,0.6201,0.81374,0.83664
0.12324,0.63201,0.80239,0.83136
0.12571,0.64472,0.7921,0.82957
0.12817,0.65284,0.78139,0.83152
0.13064,0.65288,0.76934,0.83682
0.1331,0.64394,0.75645,0.84418
0.13557,0.62738,0.74466,0.85132
0.13803,0.60596,0.73626,0.8555
0.1405,0.58294,0.73227,0.85457
0.14296,0.56126,0.73126,0.8479
0.14543,0.54291,0.72936,0.83672
0.14789,0.52853,0.72178,0.82341
0.15036,0.51722,0.70492,0.81031
0.15282,0.50683,0.67823,0.79866
0.15529,0.49482,0.64471,0.78827
