0,0.15954,0,0
0.0024648,0.34433,0.079296,0.0035853
0.0049297,0.50391,0.1516,0.010185
0.0073945,0.62094,0.21332,0.020883
0.0098594,0.69062,0.266,0.034327
0.012324,0.72053,0.31557,0.04799
0.014789,0.72598,0.36937,0.060191
0.017254,0.72342,0.43253,0.071263
0.019719,0.72465,0.50531,0.082905
0.022184,0.73423,0.58272,0.096175
0.024648,0.75029,0.65659,0.10973
0.027113,0.76779,0.71891,0.11993
0.029578,0.78203,0.76497,0.12303
0.032043,0.79073,0.79472,0.11818
0.034508,0.79415,0.81193,0.10898
0.036973,0.79378,0.82181,0.10218
0.039438,0.79086,0.82849,0.10392
0.041902,0.78572,0.83367,0.11592
0.044367,0.77829,0.83699,0.13427
0.046832,0.76905,0.83755,0.15212
0.049297,0.75964,0.83559,0.16502
0.051762,0.75251,0.83299,0.17563
0.054227,0.74965,0.83252,0.19459
0.056691,0.75122,0.83617,0.23621
0.059156,0.75499,0.84395,0.311
0.061621,0.75717,0.85372,0.41891
0.064086,0.7543,0.86246,0.5473
0.066551,0.74517,0.86801,0.67505
0.069016,0.73186,0.87017,0.78086
0.07148,0.71895,0.87047,0.85157
0.073945,0.71142,0.87064,0.88634
0.07641,0.71212,0.87101,0.89485
0.078875,0.72031,0.86983,0.89114
0.08134,0.73187,0.86424,0.88655
0.083805,0.74133,0.85235,0.88559
0.08627,0.74456,0.83522,0.88631
0.088734,0.74072,0.81731,0.8841
0.091199,0.73238,0.8048,0.87612
0.093664,0.72388,0.8026,0.86369
0.096129,0.71866,0.81167,0.85146
0.098594,0.71725,0.82804,0.84446
0.10106,0.71682,0.84442,0.8451
0.10352,0.7128,0.85352,0.85191
0.10599,0.70144,0.85135,0.86066
0.10845,0.68213,0.83884,0.86674
0.11092,0.65812,0.82099,0.86737
0.11338,0.63531,0.80407,0.86248
0.11585,0.61966,0.79259,0.85402
0.11831,0.6147,0.78752,0.84466
0.12078,0.6201,0.78662,0.83664
0.12324,0.63201,0.78631,0.83136
0.12571,0.64472,0.7839,0.82957
0.12817,0.65284,0.77871,0.83152
0.13064,0.65288,0.77179,0.83682
0.1331,0.64394,0.76455,0.84418
0.13557,0.62738,0.75748,0.85132
0.13803,0.60596,0.74976,0.8555
0.1405,0.58294,0.73999,0.85457
0.14296,0.56126,0.72736,0.8479
0.14543,0.54291,0.71239,0.83672
0.14789,0.52853,0.69657,0.82341
0.15036,0.51722,0.68134,0.81031
0.15282,0.50683,0.66698,0.79866
0.15529,0.49482,0.65245,0.78827
0.15775,0.47929,0.63632,0.77816
0.16021,0.45993,0.61818,0.76768
0.16268,0.43814,0.59957,0.75723
0.16514,0.41634,0.58353,0.74825
0.16761,0.39659,0.57285,0.74226
0.17007,0.37944,0.56802,0.73973
0.17254,0.36348,0.56613,0.73921
0.175,0.34609,0.56166,0.73749
0.17747,0.32484,0.54894,0.73069
0.17993,0.29887,0.52501,0.71576
0.1824,0.26934,0.49127,0.69195
0.18486,0.23887,0.45293,0.66143
0.18733,0.21018,0.41652,0.62897
0.18979,0.18491,0.38672,0.60056
0.19226,0.16311,0.3644,0.58141
0.19472,0.14371,0.34687,0.57393
0.19719,0.12555,0.33006,0.57641
0.19965,0.10822,0.31132,0.58308
0.20212,0.092205,0.29103,0.58583
0.20458,0.078423,0.27206,0.57713
0.20705,0.067392,0.2575,0.55324
0.20951,0.05878,0.24813,0.51605
0.21198,0.051541,0.24143,0.47271
0.21444,0.044551,0.23282,0.43277
0.21691,0.037243,0.21864,0.4041
0.21937,0.029835,0.19889,0.38934
0.22184,0.023003,0.17802,0.38488
0.2243,0.0173,0.16305,0.38279
0.22677,0.012748,0.15982,0.37496
0.22923,0.0089028,0.16952,0.35721
0.2317,0.0053285,0.18753,0.33136
0.23416,0.0021079,0.20532,0.30409
0.23663,0,0.2145,0.28329
0.23909,9.1099e-05,0.2108,0.2739
0.24155,0.0031385,0.19589,0.27556
0.24402,0.0090119,0.17604,0.28315
0.24648,0.016567,0.1587,0.2899
0.24895,0.024007,0.14887,0.29106
0.25141,0.029515,0.14727,0.28611
0.25388,0.031828,0.15107,0.27828
0.25634,0.030563,0.15632,0.27183
0.25881,0.026276,0.16037,0.26891
0.26127,0.020379,0.16279,0.26794
0.26374,0.014943,0.16456,0.26467
0.2662,0.012313,0.16645,0.25516
0.26867,0.014379,0.16793,0.23896
0.27113,0.021592,0.16764,0.22036
0.2736,0.032116,0.16478,0.20673
0.27606,0.041789,0.16039,0.20458
0.27853,0.045418,0.15712,0.21551
0.28099,0.039319,0.15745,0.23434
0.28346,0.024262,0.16153,0.25083
0.28592,0.0073323,0.16627,0.25437
0.28839,0.0013989,0.1668,0.23951
0.29085,0.021723,0.15988,0.20928
0.29332,0.080598,0.14712,0.17456
0.29578,0.18205,0.13594,0.14938
0.29825,0.31892,0.13703,0.14441
0.30071,0.47389,0.15947,0.16178
0.30318,0.62433,0.20605,0.19391
0.30564,0.74932,0.27163,0.22708
0.30811,0.83597,0.3457,0.24792
0.31057,0.88271,0.41776,0.24953
0.31304,0.89829,0.48249,0.23419
0.3155,0.89718,0.54161,0.21134
0.31796,0.89348,0.60143,0.19207
0.32043,0.896,0.66753,0.18324
0.32289,0.90628,0.7399,0.18452
0.32536,0.92009,0.81159,0.18972
0.32782,0.93104,0.87185,0.19153
0.33029,0.93452,0.91182,0.18665
0.33275,0.92998,0.9294,0.17799
0.33522,0.9207,0.93042,0.17276
0.33768,0.91158,0.9253,0.17756
0.34015,0.90634,0.92341,0.19357
0.34261,0.90574,0.92835,0.21514
0.34508,0.90759,0.93707,0.23298
0.34754,0.90847,0.94304,0.24035
0.35001,0.90596,0.94132,0.23871
0.35247,0.90014,0.93238,0.23919
0.35494,0.89343,0.92214,0.25859
0.3574,0.8891,0.91841,0.31151
0.35987,0.88923,0.92596,0.40276
0.36233,0.89348,0.94339,0.52383
0.3648,0.89918,0.96363,0.6556
0.36726,0.90277,0.97784,0.7758
0.36973,0.90164,0.98029,0.86758
0.37219,0.89521,0.97125,0.92511
0.37466,0.88485,0.95646,0.9538
0.37712,0.87276,0.94359,0.96566
0.37959,0.86055,0.93803,0.97263
0.38205,0.84868,0.94047,0.98142
0.38452,0.83672,0.9474,0.99198
0.38698,0.8245,0.95392,0.9998
0.38945,0.81287,0.95668,1
0.39191,0.80373,0.95531,0.99079
0.39438,0.79893,0.95158,0.97464
0.39684,0.79893,0.94728,0.95685
0.3993,0.80203,0.94261,0.94283
0.40177,0.80481,0.93618,0.93568
0.40423,0.80376,0.92658,0.93525
0.4067,0.79708,0.91433,0.93881
0.40916,0.7857,0.9024,0.94276
0.41163,0.77277,0.89491,0.94433
0.41409,0.7619,0.89458,0.94254
0.41656,0.7552,0.90051,0.93811
0.41902,0.75214,0.90809,0.93276
0.42149,0.75006,0.91104,0.92813
0.42395,0.74574,0.90474,0.92492
0.42642,0.73739,0.88872,0.92255
0.42888,0.7256,0.86694,0.91933
0.43135,0.71297,0.84559,0.91323
0.43381,0.70249,0.82975,0.90292
0.43628,0.69571,0.82082,0.88853
0.43874,0.69174,0.81621,0.87199
0.44121,0.68746,0.81126,0.8564
0.44367,0.67894,0.80216,0.84483
0.44614,0.66324,0.7881,0.839
0.4486,0.63975,0.77128,0.83838
0.45107,0.6106,0.75513,0.84043
0.45353,0.57987,0.74174,0.84169
0.456,0.55221,0.73037,0.83933
0.45846,0.53116,0.71777,0.83228
0.46093,0.51773,0.70025,0.82149
0.46339,0.50987,0.6761,0.80919
0.46586,0.50282,0.64697,0.79765
0.46832,0.49067,0.61729,0.78812
0.47079,0.4685,0.59207,0.7805
0.47325,0.43453,0.57426,0.77378
0.47571,0.39128,0.56313,0.76685
0.47818,0.34494,0.55444,0.75909
0.48064,0.30302,0.54252,0.75046
0.48311,0.2712,0.52295,0.74102
0.48557,0.25078,0.49466,0.73042
0.48804,0.2382,0.46042,0.7177
0.4905,0.22697,0.42547,0.70157
0.49297,0.21119,0.39504,0.68121
0.49543,0.1888,0.372,0.65693
0.4979,0.16281,0.35566,0.6304
0.50036,0.13968,0.34235,0.60436
0.50283,0.1258,0.32745,0.58167
0.50529,0.12389,0.30778,0.56428
0.50776,0.13129,0.28323,0.55246
0.51022,0.14123,0.25691,0.5445
0.51269,0.14615,0.23356,0.53706
0.51515,0.1415,0.21728,0.52609
0.51762,0.12766,0.20959,0.50804
0.52008,0.10948,0.20883,0.48115
0.52255,0.093566,0.21118,0.44631
0.52501,0.085174,0.21268,0.40721
0.52748,0.086221,0.2111,0.36952
0.52994,0.095168,0.20675,0.33919
0.53241,0.10837,0.20182,0.32043
0.53487,0.12179,0.19879,0.31402
0.53734,0.13209,0.19886,0.31686
0.5398,0.13694,0.20126,0.32296
0.54227,0.13488,0.20379,0.32567
0.54473,0.12552,0.20418,0.32031
0.5472,0.11008,0.20126,0.30603
0.54966,0.091729,0.19551,0.28605
0.55212,0.075136,0.18866,0.26624
0.55459,0.064842,0.18282,0.25253
0.55705,0.063176,0.17971,0.24833
0.55952,0.068934,0.18027,0.2531
0.56198,0.077862,0.18474,0.26259
0.56445,0.084906,0.19277,0.27078
0.56691,0.086981,0.20335,0.2724
0.56938,0.084492,0.21461,0.26519
0.57184,0.080496,0.22394,0.25083
0.57431,0.077967,0.22862,0.23415
0.57677,0.07704,0.22698,0.22115
0.57924,0.074443,0.21953,0.2164
0.5817,0.066071,0.20919,0.22115
0.58417,0.051564,0.20038,0.23274
0.58663,0.038046,0.19719,0.2457
0.5891,0.040142,0.20163,0.254
0.59156,0.075204,0.21282,0.25357
0.59403,0.15549,0.22786,0.244
0.59649,0.28108,0.24376,0.22856
0.59896,0.43753,0.25943,0.21266
0.60142,0.59994,0.27664,0.20138
0.60389,0.74184,0.29934,0.19725
0.60635,0.84489,0.33184,0.19949
0.60882,0.9047,0.3768,0.20485
0.61128,0.93025,0.43415,0.20977
0.61375,0.93773,0.50116,0.21242
0.61621,0.94224,0.57352,0.21351
0.61868,0.95163,0.64654,0.21547
0.62114,0.96514,0.71593,0.2204
0.62361,0.9767,0.77812,0.22829
0.62607,0.98037,0.83041,0.23652
0.62854,0.97456,0.87136,0.24122
0.631,0.9629,0.90134,0.23964
0.63346,0.95189,0.9228,0.232
0.63593,0.94703,0.93959,0.22173
0.63839,0.95002,0.95546,0.21372
0.64086,0.95829,0.97205,0.21169
0.64332,0.96685,0.98783,0.21646
0.64579,0.97109,0.99863,0.22635
0.64825,0.96883,1,0.23956
0.65072,0.96076,0.99014,0.25719
0.65318,0.94949,0.97183,0.28464
0.65565,0.93796,0.95199,0.33003
0.65811,0.9283,0.93883,0.40013
0.66058,0.92137,0.93787,0.4956
0.66304,0.91701,0.94894,0.60852
0.66551,0.91441,0.96595,0.72373
0.66797,0.91249,0.97963,0.82384
0.67044,0.91012,0.98217,0.89569
0.6729,0.90646,0.97111,0.93496
0.67537,0.90123,0.95075,0.94697
0.67783,0.895,0.93008,0.94321
0.6803,0.88894,0.91841,0.93568
0.68276,0.8842,0.92082,0.93195
0.68523,0.88117,0.93584,0.93314
0.68769,0.87907,0.95632,0.93547
0.69016,0.8763,0.97305,0.93406
0.69262,0.87136,0.97913,0.92646
0.69509,0.86381,0.97293,0.9143
0.69755,0.85457,0.95826,0.90216
0.70002,0.84526,0.9419,0.89496
0.70248,0.83697,0.92999,0.89523
0.70495,0.82931,0.92518,0.90197
0.70741,0.82047,0.92596,0.91134
0.70988,0.80837,0.92828,0.91872
0.71234,0.79236,0.92821,0.92079
0.7148,0.77431,0.92418,0.91673
0.71727,0.75822,0.91743,0.90813
0.71973,0.74844,0.91057,0.89798
0.7222,0.74731,0.90538,0.88919
0.72466,0.75365,0.90122,0.88346
