X,Y
1,1682.640
2,1676.920
3,1658.560
4,1654.520
5,1669.600
6,1652.080
7,1695.960
8,1671.840
9,1657.440
10,1653.240
11,1667.800
12,1665.920
13,1667.480
14,1673.120
15,1685.560
16,1682.640
17,1679.640
18,1673.880
19,1674.600
20,1667.200
21,1682.440
22,1643.520
23,1664.720
24,1664.600
25,1663.320
26,1665.200
27,1679.320
28,1652.120
29,1651.200
30,1631.800
31,1583.560
32,1605.400
33,1600.320
34,1567.680
35,1574.080
36,1583.400
37,1572.400
38,1568.520
39,1576.000
40,1574.160
41,1586.400
42,1584.360
43,1568.800
44,1582.240
45,1564.800
46,1577.880
47,1575.680
48,1580.880
49,1581.800
50,1596.720
51,1568.600
52,1578.000
53,1593.920
54,1584.080
55,1573.040
56,1553.640
57,1587.480
58,1571.000
59,1589.280
60,1593.920
61,1584.600
62,1581.880
63,1592.960
64,1599.920
65,1582.280
66,1582.200
67,1602.240
68,1583.640
69,1593.960
70,1580.280
71,1611.440
72,1591.440
73,1583.240
74,1603.640
75,1592.080
76,1593.360
77,1593.880
78,1603.640
79,1573.360
80,1620.120
81,1573.160
82,1609.160
83,1617.120
84,1590.720
85,1617.800
86,1610.160
87,1604.520
88,1616.080
89,1616.440
90,1627.280
91,1620.960
92,1619.840
93,1615.440
94,1613.520
95,1628.600
96,1651.160
97,1630.000
98,1635.600
99,1628.560
100,1628.240
101,1626.080
102,1626.680
103,1634.120
104,1639.280
105,1638.600
106,1633.000
107,1650.520
108,1636.080
109,1645.960
110,1654.040
111,1658.000
112,1654.800
113,1653.040
114,1625.360
115,1649.520
116,1630.520
117,1643.880
118,1650.600
119,1652.120
120,1634.080
121,1659.320
122,1643.040
123,1658.120
124,1646.640
125,1627.720
126,1662.960
127,1660.120
128,1641.360
129,1635.840
130,1661.240
131,1643.640
132,1656.280
133,1657.440
134,1663.400
135,1685.040
136,1622.360
137,1661.920
138,1644.720
139,1648.800
140,1640.320
141,1661.360
142,1648.640
143,1636.000
144,1667.440
145,1635.160
146,1653.920
147,1643.840
148,1624.960
149,1622.880
150,1637.400
151,1599.800
152,1601.360
153,1580.800
154,1566.440
155,1583.600
156,1574.640
157,1577.640
158,1571.240
159,1582.480
160,1554.760
161,1549.240
162,1548.200
163,1560.960
164,1575.560
165,1560.360
166,1563.440
167,1559.480
168,1558.600
169,1562.600
170,1584.360
171,1570.200
172,1564.200
173,1568.400
174,1548.200
175,1571.920
176,1561.360
177,1572.360
178,1580.360
179,1570.480
180,1546.400
181,1585.000
182,1581.400
183,1564.560
184,1562.400
185,1591.160
186,1571.480
187,1582.840
188,1566.880
189,1591.720
190,1566.680
191,1571.800
192,1583.080
193,1573.360
194,1574.600
