X,Y
1,407.4000
2,405.8800
3,410.0000
4,404.6400
5,409.8400
6,403.2400
7,398.7600
8,403.7600
9,406.0000
10,403.1600
11,404.4000
12,409.5200
13,406.1200
14,400.4400
15,403.6800
16,404.8000
17,402.8000
18,395.5600
19,401.3200
20,401.2800
21,404.4000
22,399.3200
23,402.2800
24,400.2800
25,393.4000
26,400.3600
27,395.6400
28,392.1200
29,400.0400
30,393.6800
31,396.8800
32,394.0800
33,397.5600
34,389.6000
35,390.0400
36,388.3600
37,402.4000
38,395.8400
39,396.1200
40,405.0000
41,404.8400
42,412.7200
43,413.9600
44,417.5600
45,436.3200
46,435.2800
47,440.2800
48,445.6000
49,442.3600
50,444.6000
51,448.1200
52,449.9200
53,448.4400
54,447.0400
55,448.7600
56,445.6800
57,458.4000
58,439.6800
59,455.0400
60,448.4000
61,436.4800
62,446.2800
63,445.5600
64,448.6400
65,443.9200
66,449.1600
67,445.2800
68,443.5600
69,442.4400
70,437.3600
71,446.0000
72,432.2000
73,440.9200
74,429.7600
75,437.7200
76,430.4800
77,438.1600
78,448.8000
79,440.8800
80,439.4800
81,444.5200
82,442.6000
83,430.7200
84,431.5600
85,439.2400
86,429.8000
87,429.6400
88,438.6400
89,427.8800
90,432.3200
91,424.9200
92,436.6800
93,436.6800
94,422.9600
95,428.9200
96,427.4400
97,422.0800
98,430.3600
99,421.4400
100,423.2000
101,423.7200
102,416.8000
103,421.4400
104,418.6800
105,416.8000
106,420.8800
107,415.5600
108,413.9600
109,416.6000
110,411.8400
111,415.0400
112,409.7200
113,416.5600
114,411.7200
115,412.5200
116,403.0800
117,407.2800
118,405.0400
119,414.7600
120,401.8800
121,406.8400
122,392.7200
123,399.3600
124,400.5200
125,401.5600
126,398.2000
127,398.1600
128,394.6400
129,404.3200
130,394.5200
131,391.2400
132,403.2800
133,389.1200
134,394.7600
135,391.6000
136,386.2400
137,397.2400
138,385.8000
139,397.0400
140,409.0400
141,393.8000
142,394.2000
143,391.6400
144,395.2800
145,398.2800
146,390.4000
147,396.1600
148,390.7200
149,392.6000
150,395.8800
151,389.4000
152,396.2800
153,390.7200
154,391.4000
155,391.0000
156,393.8400
157,396.3200
158,397.5200
159,394.0400
160,402.0800
161,397.1600
162,396.1200
163,410.9200
164,414.0800
165,421.4000
166,423.6800
167,431.6400
168,430.6000
169,432.0800
170,448.9600
171,445.4800
172,438.7200
173,449.3600
174,440.9200
175,446.7200
176,446.3200
177,446.2000
178,451.4400
179,441.0000
180,446.5200
181,443.0400
182,441.3200
183,439.0800
184,447.3600
185,445.4000
186,446.8400
187,447.1600
188,448.0000
189,448.7200
190,438.6000
191,438.9600
192,444.1600
193,445.9200
194,435.6400
195,441.0800
196,437.2400
197,436.8400
198,432.0400
199,434.0800
200,434.8400
201,430.8000
202,438.0400
203,430.9200
204,425.0000
205,427.8400
206,428.9600
207,429.7600
208,435.8400
209,428.0400
210,425.7600
211,435.8400
212,429.9600
213,427.5200
214,420.1200
215,429.6400
216,430.0400
217,420.2800
218,424.7600
219,427.0000
220,424.2400
221,418.0000
222,424.9600
223,412.8400
224,422.0400
225,420.6800
226,424.8000
227,413.8800
228,408.7600
229,408.5200
230,409.6800
231,404.1200
232,401.5600
233,409.9600
234,403.9200
235,414.0000
236,412.6400
237,408.0800
238,404.6400
239,407.4400
240,407.6800
241,403.8000
242,395.3200
243,399.9600
244,406.8400
245,400.2800
246,394.4000
247,403.9600
248,392.8800
249,392.2800
250,401.0400
251,397.1200
252,404.2000
253,399.0400
254,395.1600
255,390.1200
256,390.5600
257,393.6000
258,398.4800
259,388.3200
260,392.4400
261,405.2000
262,396.2400
263,394.9600
264,386.6000
265,394.9200
266,392.8000
267,380.8800
268,401.2000
269,391.3200
270,382.9200
271,386.2000
272,392.6000
273,396.8000
274,389.0400
275,382.3200
276,390.9600
277,392.3200
278,392.8800
279,393.1200
280,392.2800
281,383.4800
282,391.1600
283,402.0800
284,395.4000
285,414.0800
286,423.2400
287,425.2800
288,423.8000
289,440.0400
290,437.5600
291,438.8800
292,434.4000
293,441.8800
294,437.1600
295,433.8400
296,444.0400
297,450.8800
298,439.8800
299,439.2800
300,449.1200
301,442.0400
302,447.1600
303,436.7200
304,440.5600
305,438.2400
306,445.5200
307,434.0800
308,432.0800
309,441.1200
310,447.8800
311,428.7200
312,432.7200
313,448.9600
314,437.5200
315,438.7200
316,443.0800
317,440.3600
318,449.3600
319,436.0400
320,431.5600
321,430.5200
322,430.6800
323,437.0000
324,425.5600
325,431.5200
326,434.7600
327,438.7200
328,432.3200
329,431.8400
330,428.4800
331,430.8800
332,430.3600
333,429.2400
334,425.3600
335,421.6800
336,423.0800
337,426.8000
338,421.8000
339,426.1600
340,415.9600
341,430.9200
