300	0.00013
300.5	0.00020
301	0.00004
301.5	0.00013
302	0.00012
302.5	0.00003
303	-0.00004
303.5	-0.00001
304	0.00003
304.5	0.00010
305	-0.00003
305.5	0.00011
306	0.00008
306.5	0.00000
307	0.00004
307.5	0.00003
308	0.00013
308.5	0.00003
309	0.00013
309.5	-0.00003
310	0.00009
310.5	0.00005
311	0.00004
311.5	0.00009
312	0.00019
312.5	-0.00004
313	0.00013
313.5	0.00007
314	0.00016
314.5	0.00009
315	-0.00008
315.5	0.00010
316	0.00017
316.5	-0.00005
317	0.00001
317.5	0.00028
318	-0.00001
318.5	0.00006
319	0.00013
319.5	0.00000
320	0.00006
320.5	-0.00006
321	0.00019
321.5	0.00003
322	0.00006
322.5	-0.00006
323	-0.00019
323.5	0.00001
324	0.00005
324.5	0.00005
325	0.00006
325.5	0.00018
326	0.00009
326.5	0.00017
327	0.00002
327.5	0.00004
328	-0.00012
328.5	0.00004
329	-0.00009
329.5	0.00006
330	0.00009
330.5	0.00006
331	-0.00019
331.5	0.00019
332	0.00007
332.5	-0.00020
333	0.00000
333.5	0.00012
334	0.00014
334.5	-0.00014
335	0.00013
335.5	-0.00015
336	0.00009
336.5	0.00014
337	0.00012
337.5	0.00012
338	0.00030
338.5	0.00000
339	-0.00002
339.5	0.00011
340	0.00009
340.5	0.00007
341	-0.00001
341.5	-0.00009
342	-0.00004
342.5	0.00009
343	-0.00001
343.5	0.00027
344	0.00017
344.5	-0.00004
345	-0.00001
345.5	0.00001
346	0.00015
346.5	0.00006
347	-0.00001
347.5	-0.00005
348	0.00007
348.5	0.00003
349	-0.00002
349.5	0.00000
350	0.00005
350.5	0.00004
351	0.00008
351.5	-0.00005
352	-0.00007
352.5	0.00006
353	-0.00004
353.5	-0.00003
354	0.00006
354.5	-0.00005
355	0.00007
355.5	0.00005
356	0.00001
356.5	0.00020
357	-0.00006
357.5	0.00013
358	0.00015
358.5	0.00006
359	-0.00003
359.5	-0.00011
360	-0.00003
360.5	-0.00001
361	-0.00006
361.5	0.00000
362	0.00009
362.5	0.00015
363	0.00006
363.5	0.00010
364	0.00006
364.5	-0.00007
365	0.00004
365.5	0.00008
366	0.00002
