subject,group,context,file,sig,pcl,BG,EX,blur,lpf,drift,actStart,actEnd,cm_px,stimX,stimY,angle,cv,apexAngle,notes
20180522-rata,mehp,post,20180522-rata-33.sif,vm,190,0.3,0.5,15,50,NA,1.322,1.36,0.004689921,0.21521,0.47888,325,62.4325,,
20180522-rata,mehp,post,20180522-rata-33.sif,vm,190,0.3,0.5,15,50,NA,1.322,1.36,0.004689921,0.21521,0.47888,335,53.812,,
20180522-rata,mehp,post,20180522-rata-33.sif,vm,190,0.3,0.5,15,50,NA,1.322,1.36,0.004689921,0.21521,0.47888,345,51.9868,,
20180522-rata,mehp,post,20180522-rata-33.sif,vm,190,0.3,0.5,15,50,NA,1.322,1.36,0.004689921,0.21521,0.47888,355,49.946,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,5,54.8011,115,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,15,57.7971,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,25,42.1141,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,35,40.8834,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,45,43.3947,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,55,42.8941,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,65,53.4144,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,75,47.5427,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,85,47.5972,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,95,43.9493,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,105,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,115,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,125,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,135,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,145,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,155,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,165,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,175,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,185,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,195,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,205,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,215,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,225,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,235,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,245,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,255,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,265,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,275,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,285,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,295,NaN,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,305,67.5887,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,315,50.3331,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,325,54.4741,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,335,32.887,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,345,36.2802,,
20180522-rata,mehp,post,20180522-rata-38.sif,vm,140,0.3,0.5,15,50,NA,1.153,1.192,0.004689921,0.21521,0.47888,355,38.2942,,
